text,category
"Last session of #sxsw for me - HTML5 with reps from google, ms, opera and mozilla.",Neutral emotion
"And @mention opens with some tech talk on the Apple store and whore PCs. right crowd, they dig! -carrie #sxsw",Neutral emotion
Cc: @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},Neutral emotion
RT: @mention RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011,Neutral emotion
RT: @mention RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011 (via @mention,Neutral emotion
Tuh @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by {link},Neutral emotion
VIP @mention the apple store! #sxsw #nerdheaven,Positive emotion
RT ÛÏ@mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?Û YES. Think of it as the ultimate offsite trade show &quot;booth.&quot;,Neutral emotion
Registration to Android market has been approved! #lmndst #sxsw #startupbus,Positive emotion
"Last session today. Left Brain Search = Google. Right Brain Search = X 
#SXSW #BetterSearch",Neutral emotion
hey @mention twitter needs a way for us in disaster areas to filter out things like #sxsw and #ipad too because right now we really don't care,Negative emotion
Hey @mention we're at the @mention grill too!! Why don't you come by? You can create a customizable iPhone cases for a tweet! #sxsw,Positive emotion
"Hey @mention why not roll a tractor trailer or 2, full of iPads into #SXSW, I bet you would sell the entire inventory out! #justsaying",Positive emotion
"RT: @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",Neutral emotion
"RT: @mention Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",Neutral emotion
Hey @mention youÛªre a Lakers fan and you're at #sxsw. What do you think about a Lakers iPhone case? #zazzlesxsw,Neutral emotion
Hey @mention your app won't download from the Android app market. Just a heads up #SXSW,Negative emotion
Good session! RT @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,Positive emotion
"Use question/answer, ask/receive kind of model in iPad app design. Give and take. Entice them to ask more. @mention #tapworthy #sxsw",Neutral emotion
Best sessions I've seen so far at #SXSW have been this morning. Music of Ixd and Designing iPad Interfaces #winning,Positive emotion
Domo for iOS and Android just got released! @mention #domo #tonchidot #boom #sxsw,Positive emotion
"Getting hip to new Android apps in preparation for #Hangover3, also known as #SXSW. @mention @mention and @mention apps rock my socks :)",Positive emotion
"Packing #iPad &amp; #Android phone 2 fly from UK 2 Austin, TX for #sxsw Especially interested in the health track #sxswi #sxswh #hcsm #hcsmeu",Neutral emotion
@mention iPad #apple #fanboy line at #sxsw on 6th &amp; Congress drinking @mention wearing @mention &amp; @mention #corporatewhore #dmad #what,Neutral emotion
ZOMG its iPad 2 :p RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},Positive emotion
win free iPad 2 from webdoc.com #sxsw RT,Neutral emotion
Win free IPad 2 from webdoc.com #sxsw RT,Neutral emotion
Win free ipad 2 from webdoc.com #sxsw RT,Neutral emotion
Win free iPad 2 from webdoc.com #sxsw RT,Neutral emotion
Win free ipad 2 from webdoc.com #sxsw RT,Positive emotion
Win free iPad 2 from webdoc.com #sxsw RT,Positive emotion
"Git yer #iPad 2 here! Before It Even Begins, Apple WinsåÊ#SXSW {link} via @mention",Positive emotion
Line for iPad 2 is longer today than yesterday. #SXSW #fb,Neutral emotion
Guy with iPad 2 taking photos of @mention slides. Awkward! #sxsw,Negative emotion
I heart #iPad 2. {link} #SXSW,Positive emotion
"@mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",Negative emotion
"I won an iPad at #SXSW! Nah I'm lying, I bought this shit myself :( {link}",Neutral emotion
Left the ipad back at the hotel...only one here on a blackberry #bigmistake #SXSW,Neutral emotion
Using an IPad for a set list #SXSW band,Positive emotion
Using an IPad for a set list! #SXSW band,Positive emotion
"Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @mention}",Neutral emotion
Apple's #iPad pop-up shop at #SXSW {link},Neutral emotion
Who said iPad? at Apple Store #SXSW photos by  @mention @mention @mention @mention @sheltongreen @EricSchu_Ras  {link},Neutral emotion
"What? no iPad? RT @mention Decision not 2 lug laptop 2 #Sxsw I feel like I'm missing my right arm. Or left arm, since I'm a southpaw",Positive emotion
Line for ipad2 at temporary Apple store @mention 6th &amp; congress #sxsw {link},Neutral emotion
How many iPad2's do you think Apple could sell to sxsw attendees if they set up a pop-up store at the convention center? #sxsw,Positive emotion
Line for iPads at #SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4).,Positive emotion
Line for iPads at #SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4). {link},Neutral emotion
@mention iPhone + Android has to be 75-80% #SXSW,Neutral emotion
@mention iPhone app = awesome! Lineup = amazing! Really looking forward to hanging out with you guys at #SXSW for @mention,Positive emotion
"@mention iPhone app is leading the pack, but android (blue) users #s are growing #sxswmobileapps #sxsw {link}",Positive emotion
"Breaking iPhone news Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",Neutral emotion
Get your iPhone photography app ready at #SXSW. Watch a demo what we about to make with you &amp; everyone else's photos: {link},Neutral emotion
My #sxsw iPhone screen.,Neutral emotion
Fuck the iphone! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},Negative emotion
awesome: iphones etc on at&amp;t and wifi frozen at #sxsw but  #tmobile teathering on my Android G2 works like a charm,Positive emotion
"Chips, chips &amp; more chips; appears to be the official meal of #SXSW &amp; what I've lived on for 4 days (tons of Miller Light &amp; iPhone apps too)",Neutral emotion
#Google Circles - the search engine's social network to be released soon? #SXSW seem to think so. My blog: {link} #socialmedia,Neutral emotion
#Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,Neutral emotion
most inspiring and down to heart session about iphone app design so far! Thanks @mention #sxsw,Positive emotion
Some inspiring stories coming out of #SXSW RT @mention @mention &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,Neutral emotion
AKQA is hiring. Find me up front after Designing iPad Interfaces - New Navigation Schemas in Ballroom A. #sxsw,Neutral emotion
C9: The First Cut {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #cvdc,Neutral emotion
Ha! The first guy in line for #ipad2 at #sxsw &quot;pop-up&quot; Apple store was an event planner #eventprofs,Neutral emotion
Hoping this &quot;photobooth&quot; makes it to the #Google #gsdm Industry Party with @mention on Monday night. #sxsw,Neutral emotion
@mention is #android app known battery killer? #sxsw,Neutral emotion
@mention is about to talk about the mistakes he made building Netflix for the iPhone. #SXSW #netflixiphone,Negative emotion
The line is already forming at the temp Austin Apple store...and it doesn't open until 5. #sxsw #insanity,Neutral emotion
@mention is an out-of-town douchebag selling his new ipad 2 above sticker price. {link} #sxsw,Neutral emotion
Go get this app @mention fast :) RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,Positive emotion
"#SXSW GO is available on 5 platforms - iPhone, iPad, Android, Windows Phone 7, and Blackberry.  Download it at {link}",Neutral emotion
"@mention is biyt.ly for email, like google voice for email #loveit #sxsw #startupbus",Neutral emotion
So #SXSW is cool. I strike up a conversation with a bloke who happens to work for The Guardian &amp; a few hours later... {link},Neutral emotion
"@mention is currently at #SXSW - learning stuff about iPad design, it would seem: {link}",Neutral emotion
Who else is excited for #SXSW and the possibility of Google Circles? Is anybody in Austin who can give us an update? $GOOG,Positive emotion
"@mention is here at The Industry Party presented by  #GSDM &amp; #Google in Austin, TX for #SXSW.",Neutral emotion
{link} This is insane... Even more of a reason to go to SXSW #SXSW #Appletogo,Positive emotion
"Bad news is it costs $1,000? RT @mention Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw",Negative emotion
Z9: What is it? {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #zlf,Neutral emotion
Quantter is launching an iPhone app soon. We're participating in the LaunchRock comp at #sxsw {link},Neutral emotion
@mention is looking a lot better on the iPhone now. Good to see the occasional tweet from #SXSW too,Positive emotion
"My row this morning two people hand writing notes, one person on a Blackberry and me on a #pc - proof Apple isn't a monopoly at #sxsw",Negative emotion
@mention is my favorite iphone app at the moment-it makes me feel creative!  I'm planning on using it at #SXSW! {link},Positive emotion
#Discovr is now available on iPhone. Thanks #SXSW!,Positive emotion
iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,Positive emotion
@mention is now the Geek Charlie Sheen with his goddesses @mention @mention @mention #google #SXSW (via @PeterApokotos),Neutral emotion
This kid is ready for #SXSW.  Backpack and iPad... What more does one need?  &quot;Come on mommy let's go to Austin!&quot;,Positive emotion
@mention is right next to @mention on the #SXSW trade show floor! {link},Neutral emotion
@mention is setting up for the Team Android event at #SXSW,Neutral emotion
Thinking is still good though :) RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky #sxsw /via @mention,Neutral emotion
"@mention is talking about how mobile phones, Google Earth, FB is empowering people to fight back against Middle East dictators... #SXSW",Positive emotion
@mention is that #google circles rumour ???  @mention says We're not launching any products at #SXSW,Neutral emotion
"@mention is that u? &quot;Google to Launch Major New Social Network Called Circles, Possibly Today&quot; {link} #sxsw",Neutral emotion
"The iPad is the device of the moment, wireless power is the next essential technology, and the API is king. #sxsw",Positive emotion
How long is the line at the #SXSW Apple Store downtown?,Neutral emotion
How long is the line at the apple store? #SXSW,Neutral emotion
@mention Is there already a line for the iPad 2's that just arrived? #SXSW,Neutral emotion
So where is this temporary apple store setup? #sxsw,Neutral emotion
How Cool is this! #Apple opening a temporary store for the #iPad2 launch and #SXSW {link},Positive emotion
"@mention is working on an tablet/iPad app! No demo yet, but they are excited. #sxsw #sxswmobileapps #AccessSXSW",Positive emotion
"Loving this! Hello, Holler Gram for iPad {link} via @mention #SXSW",Positive emotion
#notsurprised lots of Geosocial news today w/ #sxsw beginning - Google fires a shot at Foursquare with check in rewards {link},Neutral emotion
I'm surprised the local news in Austin hasn't mentioned the traffic implications of the Apple pop-up store that launches today at #SXSW.,Neutral emotion
Many publishers' iPad content enhancements are like th worst David Foster Wallace footnotes- kinda interesting but mostly irrelevant. #sxsw,Negative emotion
"The fiendishly clever pop up Apple Store, now selling iPad 2s! #sxsw @mention Apple Store, SXSW {link} #photo",Positive emotion
iPhone crisis at #sxsw Phone is stuck on silver logo screen. Has been for last 15 minutes. Help?,Negative emotion
Playing Risk on iPad at Microsoft booth while rep talks with BBC reporter about Kinect and trans-device connectivity... #SXSW,Neutral emotion
"Did you miss Google's VP of Search, Marissa Mayer last week? Listen to the interview here  {link} #SXSW",Neutral emotion
Loved Marissa Mayer's answer to question about her favorite not Google product: 1. another Amy's Ice Cream ref. And 2. her Swiss watch #SXSW,Neutral emotion
#sxsw - Missed Marissa Mayer @mention yesterday - is presentation available anywhere? Not sure if was streamed.,Neutral emotion
the panelist from Texas Observer called the iPad a lean back device #SXSW #in #newsapp #i'mconfused,Neutral emotion
Must. Resist. Buying a iPad2 @mention #SXSW. Really want a #notionink #adam instead... but apple have a store for the launch in #SXSW :/,Positive emotion
Someone mistakenly walked off with my iPad from the #pepsicostage. @mention the screen looks like this. #SXSW {link},Neutral emotion
"#SXSW : Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!)

 {link}",Neutral emotion
"#sxsw #twit #geekbeat Free Idea: a hooded snuggie with a tummy pocket for an iPad facing out, so you look like a #TeleTubbie. I'm old",Neutral emotion
The exhibit hall is open at #SXSW! Visit #EMC for a chance to win an iPad 2! @mention,Positive emotion
"I'd love it if Google said, &quot;Why do you want to know?&quot; #sxsw",Neutral emotion
Has made it into the press room got the swag and registered for an iPad 2. Hopefully get to meet mike tyson and @mention #sxsw,Neutral emotion
You know it is #SXSW season when there are 10 app updates whenever you open up the iPhone app store,Neutral emotion
"@mention it is a good question &amp; for most brands, the answer is probably no! Except apple of course..maybe Netflix too?. #SxSW",Positive emotion
Both? If it made sense financially I would have both. RT @mention Android vs IPhone at  #SXSW which side are you on?,Neutral emotion
@mention It sounds like you were hired by Apple to pitch their products at #SXSW,Neutral emotion
Gotta admit this Apple Pop-up shop thing at #sxsw is pretty brilliant. So someone at AAPL knows what they're doing,Positive emotion
"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",Negative emotion
"And now, it won't pull from website to iPhone. Awesome. Glad I wasted that time. #festivalgenius #notsomuch #sxsw",Negative emotion
You said it!  Even better 2 have iPhone w/Verizon! Revenge 4 yrs of ridicule! RT @mention Very glad to be a #verizon customer! #sxsw,Positive emotion
They did it! Unlisted Apple Store suddenly appears on the corner of 6th &amp; Congress! #apple #iPad #SXSW {link},Positive emotion
@mention It's actually true! Apple is opening up a temporary store in downtown Austin for #SXSW &amp;iPad2 launch {link},Neutral emotion
You know it's bad with you have to un-RSVP just to see/use your calendar.  #iphone #sxsw #FML,Negative emotion
@mention It's crazy here! Loving it. Never seen so many Apple products &amp; thick rimmed glasses in one place. #sxsw,Positive emotion
@mention It's the next step of Google becoming Skynet. #SXSW,Negative emotion
#sxsw digital innovators the new rock stars like @mention awesome talk. Insight into @mention future #musicconnex,Neutral emotion
We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},Positive emotion
I think literally everyone here has an iPhone. A guy just dropped his iPhone on my foot. #sxsw,Neutral emotion
Playing with {link}  New service rolled out at #SXSW  Web or iphone version.  Android and webos?,Neutral emotion
Hanging with @mention checking out her awesome new iPhone app Ask Around #SXSW (@mention Six Lounge w/ 10 others) {link},Positive emotion
Hanging with @mention for last night of #SXSW at @mention party. #blast,Neutral emotion
"I agree with @mention on their @mention concerns, but your #sxsw #microformats panelist is just condescending and rude.",Neutral emotion
In line with @mention and Rob ... #apple #iPad2 #sxsw,Neutral emotion
Q&amp;A with #bing &amp; #google. Let the games begin #qagb #sxsw,Neutral emotion
Finally with a picture! RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,Neutral emotion
Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW rockstar panel lineup,Neutral emotion
Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - my #SXSW session this Mon 12:30pm {link},Neutral emotion
"Playing with my fave new iPhone app, @mention Wow, this will rock at #SXSW next week!",Positive emotion
dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link},Positive emotion
keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live  {link},Positive emotion
Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},Positive emotion
Playing with the iPad 2. In black and white. #sxsw {link},Positive emotion
One Day Without Shoes (Thoms Shoes) New App for the iPhone and Android {link} #sxsw,Neutral emotion
Mayer admits that Google needs to &quot;consolidate&quot; some of its products ÛÒ namely Latitude and Hotpot ÛÒ into &quot;features of products&quot; #sxsw,Neutral emotion
Mayer admits that Google needs to step up one-to-one customer service. Would set an amazing precedent! #sxsw #fh,Positive emotion
Maybe a little too excited about seeing the bear-creatures from that iPhone vs Evo video. Er. Priorities: I has them. #sxsw,Positive emotion
LAX security had a few questions about my suitcase packed entirely with energy drinks and Apple wires. #SXSW #BlowingUp,Neutral emotion
Productivity is lost as no hookup to put iPad on the screen. #busy #sxsw,Neutral emotion
"My exclusive Apple iPad 2 Review: More of the Same, but Still Better Than the Rest {link} #bnet #biz #ipad2 #apple #sxsw #ipad",Positive emotion
I would give my Apple stock to be more like @mention {link} #SXSW,Neutral emotion
I would give my Apple stock to be more like @mention slim. {link} #SXSW,Positive emotion
need to give my iPhone &amp; liver a rest. #SXSW,Neutral emotion
the creative process illustrated.  check out the book {link} #sxsw,Neutral emotion
I'll be live-tweeting the #SxSW panel &quot;Google's Marissa Mayer presents&quot; starting at 3:30. Follow along using the #SUxSW hashtag!,Neutral emotion
"They're giving away iPad 2's, x boxes and books at @mention #sxsw #techenvy",Positive emotion
The Netflix iPhone app was built to a &quot;ridiculous deadline&quot;. Big mistake on the tech's part to agree to it #sxsw,Negative emotion
Just realized you can really talk to the dog using IPad FaceTime #sxsw,Neutral emotion
Just met Jared at the Android meetup #sxsw. Big Android fan!  {link},Positive emotion
"That was JC Penney locations in Google Maps... now point to stuff other than stores, guy claims #sxsw",Neutral emotion
@mention jealous! I love both apple stores and #sxsw!,Positive emotion
Really enjoying the changes in Gowalla 3.0 for Android! Looking forward to seeing what else they &amp; Foursquare have up their sleeves at #SXSW,Positive emotion
Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw,Positive emotion
"@mention just arrived at the #GSDM &amp; #Google #SXSW Industry Party Austin, TX.",Neutral emotion
@mention just blogged our meeting earlier! {link} - thanks for the interesting insight! #SXSW,Neutral emotion
@mention just checking out the  #iPhone app. Very nice - Check it out at {link} have fun at #sxsw,Positive emotion
@mention Just found out apple is opening a pop-up shop in DT Austin. Hoping I don't have to camp out w @mention #SXSW,Neutral emotion
@mention just gave a great 15 minute preso on designing for #android! #mccannsxsw #SXSW,Positive emotion
@mention just google &quot;Google Circle.&quot; new social network concept originally rumored 2 b released at #sxsw 2 day but now just &quot;soon.&quot;,Neutral emotion
@mention just got me an iPad from #SXSW Apple Store.  Thank you SO much!!!!,Positive emotion
@mention Just got my #SXSW Go iphone App! {link},Positive emotion
@mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,Positive emotion
@mention Just started using the Android app. Totally killer service and I think you'll be huge at #SXSW! Hope your servers are ready. ;),Positive emotion
"#SXSW is just starting, #CTIA is around the corner and #googleio is only a hop skip and a jump from there, good time to be an #android fan",Positive emotion
@mention Just synced my #iPad2 and full of Apple joy #SXSW ;),Positive emotion
@mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw. Thanks brah!,Positive emotion
Great link &gt;&gt; RT @mention  WHAT? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,Neutral emotion
great talk about the Google Doodles and in the end they hand out printed signed doodles #SXSW  {link},Positive emotion
LaunchRock And Vencorps Want To Give $30K To The ÛÏBestÛ Startups #SXSW {link},Neutral emotion
"Weinschenk at #bankinnovation: next battle for this is going to happen with apple, google, verizon, att. Great point. Totally agree. #sxsw",Positive emotion
Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},Neutral emotion
Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link} via @mention,Neutral emotion
Get a look at SXSW's rumored Apple pop-up store {link} #Apple #AppleStore #iPad2 #SXSW,Neutral emotion
Get a look at SXSW's rumored Apple pop-up store {link} #sxsw #apple,Neutral emotion
32gb black at&amp;t in stock!! Yes!! #SXSW #iPad2 #Austin #apple,Positive emotion
#sxsw talk by @mention on iPad design had great examples and insights picking up my copy of his book now {link},Positive emotion
"Great talk by @mention from @mention about game mechanics. &quot;If u cant make it good, make it red.  If u cant make it red, make it big.&quot; #sxsw",Neutral emotion
#sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3,Positive emotion
Great talk from @mention on designing good #tapworthy iPad apps. I may actually pick up the book #sxsw,Positive emotion
#Hollrback is being released at #SXSW! iPhone users can grab the app at Hollrback.com @mention,Positive emotion
LaunchRock is launching an iPad in the sky 4 grabs @mention #SXSW! Click 2 find the location! #launch {link} via @mention,Neutral emotion
LaunchRock is launching iPods iPad in the sky for grabs @mention #SXSW! Join me 2 find the location! #launch {link} via @mention,Neutral emotion
First talk of the day : iPad design headaches. #SXSW,Negative emotion
Sneak peak of the Google exhibit at the #SXSW trade show  {link},Neutral emotion
Great talk on using game mechanics to get user engagement @mention from google rocked it. #sxsw,Positive emotion
Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,Positive emotion
"Tech Check podcast -- #SxSW #Android passes #BlackBerry, a big Twitter #fail! -- {link} by @mention #sxsw #cnn",Positive emotion
"Tech Check podcast -- South By Southwest, Android passes BlackBerry, a big Twitter fail -- {link} #sxsw #cnn",Positive emotion
"A two-week pop-up #Apple store in downtown Austin, just in time for #SXSW and iPad2. Very cool.",Positive emotion
First book purchased for the new iPad? @mention &quot;Thank You Economy.&quot; Can't wait for him to #crushit this afternoon! #sxsw #tye,Positive emotion
C23: Check the Head  {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #cvdc,Neutral emotion
Josh Clark:  I hate the iPad's back button with the heat of a million suns.  #tapworthy #SXSW,Negative emotion
Josh Clark's (@mention iPad UI talk is fabulous. Full of objective critiques and insightful suggestions. {link} #sxsw,Positive emotion
Join {link} and starting tonight the person with the most friends in their city by end of #SXSW Festival wins an iPad 2!!!,Neutral emotion
Join {link} Most friends in ur city @mention end of #SXSW wins an iPad 2! C'mon @mention Help our @mention chng the world!,Positive emotion
The hannukah miracle of the morning: uncharged iPhone still at 55% battery #sxsw,Positive emotion
Google take 3. Google Circles may be announced today at #SXSW. Their third try at #SocialNetworking. {link},Neutral emotion
I feel like a Badass. @mention gave me a free drink. #SXSW,Neutral emotion
sounds like a job for #sxsw RT @mention Some detail about the new Bomb It iPhone App would love some early adopters! {link},Positive emotion
sounds like a job for #sxsw Some detail about the new Bomb It iPhone App would love some early ado... {link},Positive emotion
Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw,Positive emotion
I feel like Harry in #dumbanddumber in this #SXSW panel with all these google peeps #understandinghumans,Neutral emotion
I feel like I'm in an apple commercial waiting in line to fly to #sxsw,Neutral emotion
"I feel like my iPhone: Always on, always doing something, running out of battery fast. #sxsw",Neutral emotion
Can't. Take. Hands. Off. iPhone.  Even when it's charging and I have zero juice left. #appleaddiction #SXSW,Positive emotion
Just checked into the #SXSW trade show. @mention is right across from Google!,Neutral emotion
@mention Kenya asked me to blog about it. I may do so tomorrow. Apple has a pop-up store coming to #SXSW,Neutral emotion
i hope u kept tha NXDC app RT @mention There's an app for #SXSW on the iPhone.. #downloaded,Neutral emotion
Heartbreaker #Sxsw #apple #ipad2 RT @mention @mention just asked. Sadly no :(,Neutral emotion
"Heat Tracker is a cool heatmap iPhone app overlay for Foursquare, but everything is on fire here #SXSW",Positive emotion
iPad2 seekers still waiting at Austin Apple pop-up #SXSW {link},Neutral emotion
#iPad2 takes over #sxsw. The line was already halfway down the block around noon. Craziness (via @mention  {link},Positive emotion
"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia #sxsw",Negative emotion
Apple marketing is still impressive at #SXSW RT@mention {link},Positive emotion
"Jesus hockey mask?! I'm worse than I thought... #SXSW @mention Apple Store, SXSW {link}",Neutral emotion
I got turkey! RT @mention Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2 cc/ @mention,Positive emotion
Awaiting Keynote speaker Chris Poole. #SXSW #iPhone  #TwitPict {link},Neutral emotion
Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,Neutral emotion
Really liking the #sxsw iPhone app... Thanks for making an event app. that appears to work well!!!,Positive emotion
Wiebe walking through conceptual graphing {link} #sxsw / @mention you'd be loving this,Neutral emotion
Survival kit provided to folks in line at the #SxSW apple store this morning... Genius!  {link},Positive emotion
Eating a kitkat the size of half an iPad... Gotta love Americans for their sense of measure #sxsw,Neutral emotion
"@mention Know about @mention ? Awesome iPad/iPhone app that you'll likely appreciate for its design. Also, they're giving free Ts at #SXSW",Positive emotion
#playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,Positive emotion
"#SXSW folks, the Lonely Planet iPhone guide to Austin is free this week. {link}",Neutral emotion
"#SXSW folks, what's the best new iPhone/iPad app you've come across so far?",Neutral emotion
#SXSW folks: anybody going to the iPad/Android panel at 3:30?,Neutral emotion
&quot;Desktop publishing saved Apple. Pagemaker was a gift from God.&quot; @mention #sxsw,Positive emotion
Inofficial #SXSW torrents are available here: {link},Neutral emotion
Successful #sxsw trip. Learned a ton. Lots of new insights / knowledge. New reading list / playlists. Wrote &amp; submitted a new iPhone app.,Neutral emotion
"Apple will be opening a temporary Apple Store at 6th and Congress, tomorrow March 11 for iPad sales, so you don't have to miss SXSW! #sxsw",Neutral emotion
Apple will be setting up shop @mention #SXSW this year. {link} The Whole of Geekdom can now take a collective shy of relief.,Neutral emotion
now I feel better (#106 1st day) @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Positive emotion
"contextual discovery &amp; search will combine calendars, weather,flight,traffic data to create personalized trip advising. m.mayer google #sxsw",Neutral emotion
Contextual discovery is a part of the future according to Google #SXSW,Neutral emotion
"contextual discovery, how to find answers to your questions #google #SxSW",Neutral emotion
#mint goal for iPhone app: top 3 finance app. #sxsw,Neutral emotion
It is well known steve jobs hates #sxsw RT @mention iPhone just autocorrected &quot;sxsw&quot; to &quot;ass's&quot;.,Neutral emotion
"New Social Media Tool! RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",Neutral emotion
"Out of all my devices the iPad is the only one that can hang an entire day at #sxsw... 37% remaining, the others died hours ago.",Positive emotion
won't call myself 'major' yet :p RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,Neutral emotion
New social network from Google? News abuzz about the launch of #GoogleCircles at #SXSW,Positive emotion
New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,Positive emotion
"New Social Network may launch 2day! &quot;Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Positive emotion
"Msft panel on touch interfaces shows a bunch of tablets, but no iPad #sxsw #DontBeHatin",Positive emotion
Apple will open a popup store Friday at 6th and Congress. #SXSW via satesman.com,Neutral emotion
Historical photo mashup with Google maps at {link} #SXSW,Neutral emotion
"Things ppl say about/to @mention make me laugh.  You want free turn-by-turn gps, but wait - don't take pics of the sidewalk #cmon #SXSW",Neutral emotion
&quot;Will take time for others to catch up to iPad.&quot; @mention #tapworthy #sxsw,Positive emotion
Super cool that #Apple's pop up store for #SXSW will be in our office building! {link} @mention #SXSWi #Austin,Positive emotion
Took until the 8th row on the plane to spot an iPad! I thought we were going to #SXSW? #elonsxsw,Neutral emotion
S/O TO ALL THE PEOPLE WHO HAD TO GOOGLE #SXSW.... I DIN KNOW EITHER... (i'm hip now though!!!),Neutral emotion
Why is all the prizes at #SXSW apple products? Sigh,Negative emotion
SXSW panel: Google envisions search without searches: {link} #sxsw #sxswi,Neutral emotion
A ÛÏspecialÛÏ Apple Store in 6th and Congress opens today in Austin. #sxsw attendees will be able to buy their iPad2 starting at 5pm.,Neutral emotion
"#sxsw html5 Apple/Microsoft will likely be doing javascript integration. @mention Browsers compete, not collaborate. System is amoral.",Neutral emotion
no umbrella when you have &quot;the list&quot; via @mention ÷¼ Are you all set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newTwitter,Neutral emotion
Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,Positive emotion
"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",Neutral emotion
Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,Neutral emotion
This one lady is shopping on Bluefly during the iPad nav design panel. Boots. #sxsw,Neutral emotion
What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW (cont) {link},Positive emotion
"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",Positive emotion
@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,Positive emotion
It's our last day here at the #fastcompanygrille -- come by for the last day of iPhone makery! #zazzlesxsw #sxsw,Neutral emotion
